Bb	CP	Solvent	Electrode	Additives	Prior_score
Caffeine	Morpholine	DMF	Platinum	Nothing	5.3e-06
Caffeine	Dimethyl_fumarate	ACN	Carbon	Ptsoh	1.88e-05
Caffeine	Dimethyl_fumarate	ACN	Carbon	Formic_acid	1.01e-05
Caffeine	Dimethyl_fumarate	ACN	Carbon	CsCO3	1.5e-05
Caffeine	Dimethyl_fumarate	ACN	Carbon	Triethylamine	1.34e-05
Caffeine	Dimethyl_fumarate	ACN	Carbon	NiCl2	1.96e-05
Caffeine	Dimethyl_fumarate	ACN	Carbon	CuCl2	1.46e-05
Caffeine	Dimethyl_fumarate	ACN	Carbon	Pd(OAc)2	1.74e-05
Caffeine	Dimethyl_fumarate	ACN	Carbon	Dy(OTf)3	1.47e-05
Caffeine	Dimethyl_fumarate	ACN	Carbon	Nothing	1.87e-05
Caffeine	Dimethyl_fumarate	ACN	Platinum	Ptsoh	8.7e-06
Caffeine	Dimethyl_fumarate	ACN	Platinum	Formic_acid	1.8e-05
Caffeine	Dimethyl_fumarate	ACN	Platinum	CsCO3	1.75e-05
Caffeine	Dimethyl_fumarate	ACN	Platinum	Triethylamine	9.6e-06
Caffeine	Dimethyl_fumarate	ACN	Platinum	NiCl2	1.92e-05
Caffeine	Dimethyl_fumarate	ACN	Platinum	CuCl2	1.13e-05
Caffeine	Dimethyl_fumarate	ACN	Platinum	Pd(OAc)2	1.5e-05
Caffeine	Dimethyl_fumarate	ACN	Platinum	Dy(OTf)3	1.4e-05
Caffeine	Dimethyl_fumarate	ACN	Platinum	Nothing	8.3e-06
Caffeine	Dimethyl_fumarate	DMF	Carbon	Ptsoh	2.02e-05
Caffeine	Dimethyl_fumarate	DMF	Carbon	Formic_acid	2.03e-05
Caffeine	Dimethyl_fumarate	DMF	Carbon	CsCO3	1.89e-05
Caffeine	Dimethyl_fumarate	DMF	Carbon	Triethylamine	1.71e-05
Caffeine	Dimethyl_fumarate	DMF	Carbon	NiCl2	1.9e-05
Caffeine	Dimethyl_fumarate	DMF	Carbon	CuCl2	2.01e-05
Caffeine	Dimethyl_fumarate	DMF	Carbon	Pd(OAc)2	9.1e-06
Caffeine	Dimethyl_fumarate	DMF	Carbon	Dy(OTf)3	1.92e-05
Caffeine	Dimethyl_fumarate	DMF	Carbon	Nothing	1.78e-05
Caffeine	Dimethyl_fumarate	DMF	Platinum	Ptsoh	1.4e-05
Caffeine	Dimethyl_fumarate	DMF	Platinum	Formic_acid	1.24e-05
Caffeine	Dimethyl_fumarate	DMF	Platinum	CsCO3	8.8e-06
Caffeine	Dimethyl_fumarate	DMF	Platinum	Triethylamine	8.3e-06
Caffeine	Dimethyl_fumarate	DMF	Platinum	NiCl2	1.96e-05
Caffeine	Dimethyl_fumarate	DMF	Platinum	CuCl2	1.01e-05
Caffeine	Dimethyl_fumarate	DMF	Platinum	Pd(OAc)2	8.6e-06
Caffeine	Dimethyl_fumarate	DMF	Platinum	Dy(OTf)3	1.2e-05
Caffeine	Dimethyl_fumarate	DMF	Platinum	Nothing	8e-06
Caffeine	Cyclohexyl_isocyanide	ACN	Carbon	Ptsoh	2.96e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Carbon	Formic_acid	2.77e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Carbon	CsCO3	2.09e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Carbon	Triethylamine	2.75e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Carbon	NiCl2	2.86e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Carbon	CuCl2	2.2e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Carbon	Pd(OAc)2	2.17e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Carbon	Dy(OTf)3	2.44e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Carbon	Nothing	2.69e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Platinum	Ptsoh	2.75e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Platinum	Formic_acid	2.61e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Platinum	CsCO3	2.53e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Platinum	Triethylamine	2.65e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Platinum	NiCl2	2.41e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Platinum	CuCl2	2.94e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Platinum	Pd(OAc)2	2.52e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Platinum	Dy(OTf)3	2.82e-05
Caffeine	Cyclohexyl_isocyanide	ACN	Platinum	Nothing	2.37e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Carbon	Ptsoh	2.42e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Carbon	Formic_acid	2.76e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Carbon	CsCO3	2.33e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Carbon	Triethylamine	2.97e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Carbon	NiCl2	2.96e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Carbon	CuCl2	2.59e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Carbon	Pd(OAc)2	2.55e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Carbon	Dy(OTf)3	2.34e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Carbon	Nothing	2.7e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Platinum	Ptsoh	2.48e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Platinum	Formic_acid	2.28e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Platinum	CsCO3	2.61e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Platinum	Triethylamine	2.27e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Platinum	NiCl2	2.26e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Platinum	CuCl2	2.62e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Platinum	Pd(OAc)2	2.54e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Platinum	Dy(OTf)3	2.33e-05
Caffeine	Cyclohexyl_isocyanide	DMF	Platinum	Nothing	2.57e-05
Caffeine	4-methoxyphenyl_isocyanide	ACN	Carbon	Ptsoh	2.7e-06
Caffeine	4-methoxyphenyl_isocyanide	ACN	Carbon	Formic_acid	2.9e-06
Caffeine	4-methoxyphenyl_isocyanide	ACN	Carbon	CsCO3	9.9e-06
Caffeine	4-methoxyphenyl_isocyanide	ACN	Carbon	Triethylamine	1.2e-06
Caffeine	4-methoxyphenyl_isocyanide	ACN	Carbon	NiCl2	1.25e-05
Caffeine	4-methoxyphenyl_isocyanide	ACN	Carbon	CuCl2	1.2e-06
Caffeine	4-methoxyphenyl_isocyanide	ACN	Carbon	Pd(OAc)2	2.4e-06
Caffeine	4-methoxyphenyl_isocyanide	ACN	Carbon	Dy(OTf)3	8.6e-06
Caffeine	4-methoxyphenyl_isocyanide	ACN	Carbon	Nothing	2.5e-06
Caffeine	4-methoxyphenyl_isocyanide	ACN	Platinum	Ptsoh	4.8e-06
Caffeine	4-methoxyphenyl_isocyanide	ACN	Platinum	Formic_acid	4.9e-06
Caffeine	4-methoxyphenyl_isocyanide	ACN	Platinum	CsCO3	1.66e-05
Caffeine	4-methoxyphenyl_isocyanide	ACN	Platinum	Triethylamine	1.6e-06
Caffeine	4-methoxyphenyl_isocyanide	ACN	Platinum	NiCl2	1.61e-05
Caffeine	4-methoxyphenyl_isocyanide	ACN	Platinum	CuCl2	2e-07
Caffeine	4-methoxyphenyl_isocyanide	ACN	Platinum	Pd(OAc)2	4.2e-06
Caffeine	4-methoxyphenyl_isocyanide	ACN	Platinum	Dy(OTf)3	7.9e-06
Caffeine	4-methoxyphenyl_isocyanide	ACN	Platinum	Nothing	2.9e-06
Caffeine	4-methoxyphenyl_isocyanide	DMF	Carbon	Ptsoh	6e-07
Caffeine	4-methoxyphenyl_isocyanide	DMF	Carbon	Formic_acid	4.3e-06
Caffeine	4-methoxyphenyl_isocyanide	DMF	Carbon	CsCO3	1.99e-05
Caffeine	4-methoxyphenyl_isocyanide	DMF	Carbon	Triethylamine	7.4e-06
Caffeine	4-methoxyphenyl_isocyanide	DMF	Carbon	NiCl2	1.61e-05
Caffeine	4-methoxyphenyl_isocyanide	DMF	Carbon	CuCl2	1.5e-06
Caffeine	4-methoxyphenyl_isocyanide	DMF	Carbon	Pd(OAc)2	7e-06
Caffeine	4-methoxyphenyl_isocyanide	DMF	Carbon	Dy(OTf)3	1.02e-05
Caffeine	4-methoxyphenyl_isocyanide	DMF	Carbon	Nothing	6.9e-06
Caffeine	4-methoxyphenyl_isocyanide	DMF	Platinum	Ptsoh	2.4e-06
Caffeine	4-methoxyphenyl_isocyanide	DMF	Platinum	Formic_acid	7.4e-06
Caffeine	4-methoxyphenyl_isocyanide	DMF	Platinum	CsCO3	1.49e-05
Caffeine	4-methoxyphenyl_isocyanide	DMF	Platinum	Triethylamine	5e-07
Caffeine	4-methoxyphenyl_isocyanide	DMF	Platinum	NiCl2	1.84e-05
Caffeine	4-methoxyphenyl_isocyanide	DMF	Platinum	CuCl2	6.1e-06
Caffeine	4-methoxyphenyl_isocyanide	DMF	Platinum	Pd(OAc)2	6.3e-06
Caffeine	4-methoxyphenyl_isocyanide	DMF	Platinum	Dy(OTf)3	1.11e-05
Caffeine	4-methoxyphenyl_isocyanide	DMF	Platinum	Nothing	1.2e-06
Caffeine	Trimethylsilyl_cyanide	ACN	Carbon	Ptsoh	1.95e-05
Caffeine	Trimethylsilyl_cyanide	ACN	Carbon	Formic_acid	1.96e-05
Caffeine	Trimethylsilyl_cyanide	ACN	Carbon	CsCO3	1.73e-05
Caffeine	Trimethylsilyl_cyanide	ACN	Carbon	Triethylamine	1.68e-05
Caffeine	Trimethylsilyl_cyanide	ACN	Carbon	NiCl2	1.51e-05
Caffeine	Trimethylsilyl_cyanide	ACN	Carbon	CuCl2	9.2e-06
Caffeine	Trimethylsilyl_cyanide	ACN	Carbon	Pd(OAc)2	1.98e-05
Caffeine	Trimethylsilyl_cyanide	ACN	Carbon	Dy(OTf)3	1.77e-05
Caffeine	Trimethylsilyl_cyanide	ACN	Carbon	Nothing	9.7e-06
Caffeine	Trimethylsilyl_cyanide	ACN	Platinum	Ptsoh	1.83e-05
Caffeine	Trimethylsilyl_cyanide	ACN	Platinum	Formic_acid	9.5e-06
Caffeine	Trimethylsilyl_cyanide	ACN	Platinum	CsCO3	1.6e-05
Caffeine	Trimethylsilyl_cyanide	ACN	Platinum	Triethylamine	1.43e-05
Caffeine	Trimethylsilyl_cyanide	ACN	Platinum	NiCl2	1.09e-05
Caffeine	Trimethylsilyl_cyanide	ACN	Platinum	CuCl2	1.53e-05
Caffeine	Trimethylsilyl_cyanide	ACN	Platinum	Pd(OAc)2	2.01e-05
Caffeine	Trimethylsilyl_cyanide	ACN	Platinum	Dy(OTf)3	1.46e-05
Caffeine	Trimethylsilyl_cyanide	ACN	Platinum	Nothing	1.89e-05
Caffeine	Trimethylsilyl_cyanide	DMF	Carbon	Ptsoh	1.52e-05
Caffeine	Trimethylsilyl_cyanide	DMF	Carbon	Formic_acid	1.87e-05
Caffeine	Trimethylsilyl_cyanide	DMF	Carbon	CsCO3	8.1e-06
Caffeine	Trimethylsilyl_cyanide	DMF	Carbon	Triethylamine	1.99e-05
Caffeine	Trimethylsilyl_cyanide	DMF	Carbon	NiCl2	1.71e-05
Caffeine	Trimethylsilyl_cyanide	DMF	Carbon	CuCl2	1.38e-05
Caffeine	Trimethylsilyl_cyanide	DMF	Carbon	Pd(OAc)2	8e-06
Caffeine	Trimethylsilyl_cyanide	DMF	Carbon	Dy(OTf)3	1.58e-05
Caffeine	Trimethylsilyl_cyanide	DMF	Carbon	Nothing	9.1e-06
Caffeine	Trimethylsilyl_cyanide	DMF	Platinum	Ptsoh	1.42e-05
Caffeine	Trimethylsilyl_cyanide	DMF	Platinum	Formic_acid	1.99e-05
Caffeine	Trimethylsilyl_cyanide	DMF	Platinum	CsCO3	1.15e-05
Caffeine	Trimethylsilyl_cyanide	DMF	Platinum	Triethylamine	8e-06
Caffeine	Trimethylsilyl_cyanide	DMF	Platinum	NiCl2	9.8e-06
Caffeine	Trimethylsilyl_cyanide	DMF	Platinum	CuCl2	1.61e-05
Caffeine	Trimethylsilyl_cyanide	DMF	Platinum	Pd(OAc)2	1.6e-05
Caffeine	Trimethylsilyl_cyanide	DMF	Platinum	Dy(OTf)3	8.3e-06
Caffeine	Trimethylsilyl_cyanide	DMF	Platinum	Nothing	1.95e-05
Caffeine	Ph-maleimide	ACN	Carbon	Ptsoh	2.7e-05
Caffeine	Ph-maleimide	ACN	Carbon	Formic_acid	2.47e-05
Caffeine	Ph-maleimide	ACN	Carbon	CsCO3	2.31e-05
Caffeine	Ph-maleimide	ACN	Carbon	Triethylamine	2.21e-05
Caffeine	Ph-maleimide	ACN	Carbon	NiCl2	2.79e-05
Caffeine	Ph-maleimide	ACN	Carbon	CuCl2	2.99e-05
Caffeine	Ph-maleimide	ACN	Carbon	Pd(OAc)2	2.33e-05
Caffeine	Ph-maleimide	ACN	Carbon	Dy(OTf)3	2.76e-05
Caffeine	Ph-maleimide	ACN	Carbon	Nothing	2.26e-05
Caffeine	Ph-maleimide	ACN	Platinum	Ptsoh	2.79e-05
Caffeine	Ph-maleimide	ACN	Platinum	Formic_acid	2.54e-05
Caffeine	Ph-maleimide	ACN	Platinum	CsCO3	2.51e-05
Caffeine	Ph-maleimide	ACN	Platinum	Triethylamine	2.16e-05
Caffeine	Ph-maleimide	ACN	Platinum	NiCl2	2.79e-05
Caffeine	Ph-maleimide	ACN	Platinum	CuCl2	2.96e-05
Caffeine	Ph-maleimide	ACN	Platinum	Pd(OAc)2	2.23e-05
Caffeine	Ph-maleimide	ACN	Platinum	Dy(OTf)3	2.09e-05
Caffeine	Ph-maleimide	ACN	Platinum	Nothing	2.27e-05
Caffeine	Ph-maleimide	DMF	Carbon	Ptsoh	2.87e-05
Caffeine	Ph-maleimide	DMF	Carbon	Formic_acid	2.91e-05
Caffeine	Ph-maleimide	DMF	Carbon	CsCO3	2.79e-05
Caffeine	Ph-maleimide	DMF	Carbon	Triethylamine	2.07e-05
Caffeine	Ph-maleimide	DMF	Carbon	NiCl2	2.98e-05
Caffeine	Ph-maleimide	DMF	Carbon	CuCl2	2.07e-05
Caffeine	Ph-maleimide	DMF	Carbon	Pd(OAc)2	2.89e-05
Caffeine	Ph-maleimide	DMF	Carbon	Dy(OTf)3	2.79e-05
Caffeine	Ph-maleimide	DMF	Carbon	Nothing	2.68e-05
Caffeine	Ph-maleimide	DMF	Platinum	Ptsoh	2.48e-05
Caffeine	Ph-maleimide	DMF	Platinum	Formic_acid	2.62e-05
Caffeine	Ph-maleimide	DMF	Platinum	CsCO3	2.47e-05
Caffeine	Ph-maleimide	DMF	Platinum	Triethylamine	2.45e-05
Caffeine	Ph-maleimide	DMF	Platinum	NiCl2	2.28e-05
Caffeine	Ph-maleimide	DMF	Platinum	CuCl2	2.77e-05
Caffeine	Ph-maleimide	DMF	Platinum	Pd(OAc)2	2.56e-05
Caffeine	Ph-maleimide	DMF	Platinum	Dy(OTf)3	2.72e-05
Caffeine	Ph-maleimide	DMF	Platinum	Nothing	2.22e-05
Caffeine	Isoprene	ACN	Carbon	Ptsoh	7e-07
Caffeine	Isoprene	ACN	Carbon	Formic_acid	6.2e-06
Caffeine	Isoprene	ACN	Carbon	CsCO3	1.61e-05
Caffeine	Isoprene	ACN	Carbon	Triethylamine	3.5e-06
Caffeine	Isoprene	ACN	Carbon	NiCl2	1.06e-05
Caffeine	Isoprene	ACN	Carbon	CuCl2	5.3e-06
Caffeine	Isoprene	ACN	Carbon	Pd(OAc)2	5.6e-06
Caffeine	Isoprene	ACN	Carbon	Dy(OTf)3	1.25e-05
Caffeine	Isoprene	ACN	Carbon	Nothing	5.3e-06
Caffeine	Isoprene	ACN	Platinum	Ptsoh	4.3e-06
Caffeine	Isoprene	ACN	Platinum	Formic_acid	2.9e-06
Caffeine	Isoprene	ACN	Platinum	CsCO3	1.93e-05
Caffeine	Isoprene	ACN	Platinum	Triethylamine	7.2e-06
Caffeine	Isoprene	ACN	Platinum	NiCl2	1.67e-05
Caffeine	Isoprene	ACN	Platinum	CuCl2	5.8e-06
Caffeine	Isoprene	ACN	Platinum	Pd(OAc)2	2.7e-06
Caffeine	Isoprene	ACN	Platinum	Dy(OTf)3	1.42e-05
Caffeine	Isoprene	ACN	Platinum	Nothing	4.8e-06
Caffeine	Isoprene	DMF	Carbon	Ptsoh	2.8e-06
Caffeine	Isoprene	DMF	Carbon	Formic_acid	6.1e-06
Caffeine	Isoprene	DMF	Carbon	CsCO3	1.83e-05
Caffeine	Isoprene	DMF	Carbon	Triethylamine	7.1e-06
Caffeine	Isoprene	DMF	Carbon	NiCl2	1.34e-05
Caffeine	Isoprene	DMF	Carbon	CuCl2	1.6e-06
Caffeine	Isoprene	DMF	Carbon	Pd(OAc)2	5.8e-06
Caffeine	Isoprene	DMF	Carbon	Dy(OTf)3	1.91e-05
Caffeine	Isoprene	DMF	Carbon	Nothing	4e-07
Caffeine	Isoprene	DMF	Platinum	Ptsoh	6.3e-06
Caffeine	Isoprene	DMF	Platinum	Formic_acid	1.1e-06
Caffeine	Isoprene	DMF	Platinum	CsCO3	1.05e-05
Caffeine	Isoprene	DMF	Platinum	Triethylamine	4.4e-06
Caffeine	Isoprene	DMF	Platinum	NiCl2	1.72e-05
Caffeine	Isoprene	DMF	Platinum	CuCl2	7e-07
Caffeine	Isoprene	DMF	Platinum	Pd(OAc)2	1.9e-06
Caffeine	Isoprene	DMF	Platinum	Dy(OTf)3	1.09e-05
Caffeine	Isoprene	DMF	Platinum	Nothing	2.8e-06
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Ptsoh	3.65e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Formic_acid	3.88e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	CsCO3	3.88e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Triethylamine	3.79e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	NiCl2	3.72e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	CuCl2	3.71e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Pd(OAc)2	3.8e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Dy(OTf)3	3.9e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Carbon	Nothing	3.94e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Ptsoh	3.89e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Formic_acid	3.69e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	CsCO3	3.76e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Triethylamine	3.94e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	NiCl2	3.71e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	CuCl2	3.83e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Pd(OAc)2	3.9e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Dy(OTf)3	3.85e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	ACN	Platinum	Nothing	3.92e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Ptsoh	3.73e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Formic_acid	3.88e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	CsCO3	3.86e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Triethylamine	3.83e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	NiCl2	3.83e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	CuCl2	3.88e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Pd(OAc)2	3.84e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Dy(OTf)3	3.75e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Carbon	Nothing	3.74e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Ptsoh	3.64e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Formic_acid	3.76e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	CsCO3	3.91e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Triethylamine	3.9e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	NiCl2	3.84e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	CuCl2	3.82e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Pd(OAc)2	3.72e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Dy(OTf)3	3.87e-05
Ascorbic_acid	2-hydroxy-5-nitrobenzaldehyde	DMF	Platinum	Nothing	3.92e-05
Ascorbic_acid	Propylamine	ACN	Carbon	Ptsoh	3.96e-05
Ascorbic_acid	Propylamine	ACN	Carbon	Formic_acid	3.8e-05
Ascorbic_acid	Propylamine	ACN	Carbon	CsCO3	3.92e-05
Ascorbic_acid	Propylamine	ACN	Carbon	Triethylamine	3.9e-05
Ascorbic_acid	Propylamine	ACN	Carbon	NiCl2	3.78e-05
Ascorbic_acid	Propylamine	ACN	Carbon	CuCl2	3.66e-05
Ascorbic_acid	Propylamine	ACN	Carbon	Pd(OAc)2	3.94e-05
Ascorbic_acid	Propylamine	ACN	Carbon	Dy(OTf)3	3.93e-05
Ascorbic_acid	Propylamine	ACN	Carbon	Nothing	3.66e-05
Ascorbic_acid	Propylamine	ACN	Platinum	Ptsoh	3.68e-05
Ascorbic_acid	Propylamine	ACN	Platinum	Formic_acid	3.89e-05
Ascorbic_acid	Propylamine	ACN	Platinum	CsCO3	3.76e-05
Ascorbic_acid	Propylamine	ACN	Platinum	Triethylamine	3.82e-05
Ascorbic_acid	Propylamine	ACN	Platinum	NiCl2	3.86e-05
Ascorbic_acid	Propylamine	ACN	Platinum	CuCl2	3.94e-05
Ascorbic_acid	Propylamine	ACN	Platinum	Pd(OAc)2	3.8e-05
Ascorbic_acid	Propylamine	ACN	Platinum	Dy(OTf)3	3.92e-05
Ascorbic_acid	Propylamine	ACN	Platinum	Nothing	3.69e-05
Ascorbic_acid	Propylamine	DMF	Carbon	Ptsoh	3.94e-05
Ascorbic_acid	Propylamine	DMF	Carbon	Formic_acid	3.92e-05
Ascorbic_acid	Propylamine	DMF	Carbon	CsCO3	3.86e-05
Ascorbic_acid	Propylamine	DMF	Carbon	Triethylamine	3.9e-05
Ascorbic_acid	Propylamine	DMF	Carbon	NiCl2	3.81e-05
Ascorbic_acid	Propylamine	DMF	Carbon	CuCl2	3.86e-05
Ascorbic_acid	Propylamine	DMF	Carbon	Pd(OAc)2	3.9e-05
Ascorbic_acid	Propylamine	DMF	Carbon	Dy(OTf)3	3.72e-05
Ascorbic_acid	Propylamine	DMF	Carbon	Nothing	3.95e-05
Ascorbic_acid	Propylamine	DMF	Platinum	Ptsoh	3.94e-05
Ascorbic_acid	Propylamine	DMF	Platinum	Formic_acid	3.69e-05
Ascorbic_acid	Propylamine	DMF	Platinum	CsCO3	3.95e-05
Ascorbic_acid	Propylamine	DMF	Platinum	Triethylamine	3.94e-05
Ascorbic_acid	Propylamine	DMF	Platinum	NiCl2	3.87e-05
Ascorbic_acid	Propylamine	DMF	Platinum	CuCl2	3.84e-05
Ascorbic_acid	Propylamine	DMF	Platinum	Pd(OAc)2	3.65e-05
Ascorbic_acid	Propylamine	DMF	Platinum	Dy(OTf)3	3.69e-05
Ascorbic_acid	Propylamine	DMF	Platinum	Nothing	3.8e-05
Ascorbic_acid	DABCO	ACN	Carbon	Ptsoh	3.87e-05
Ascorbic_acid	DABCO	ACN	Carbon	Formic_acid	3.94e-05
Ascorbic_acid	DABCO	ACN	Carbon	CsCO3	3.99e-05
Ascorbic_acid	DABCO	ACN	Carbon	Triethylamine	3.94e-05
Ascorbic_acid	DABCO	ACN	Carbon	NiCl2	3.99e-05
Ascorbic_acid	DABCO	ACN	Carbon	CuCl2	3.85e-05
Ascorbic_acid	DABCO	ACN	Carbon	Pd(OAc)2	3.82e-05
Ascorbic_acid	DABCO	ACN	Carbon	Dy(OTf)3	3.99e-05
Ascorbic_acid	DABCO	ACN	Carbon	Nothing	3.68e-05
Ascorbic_acid	DABCO	ACN	Platinum	Ptsoh	3.94e-05
Ascorbic_acid	DABCO	ACN	Platinum	Formic_acid	3.78e-05
Ascorbic_acid	DABCO	ACN	Platinum	CsCO3	4e-05
Ascorbic_acid	DABCO	ACN	Platinum	Triethylamine	3.8e-05
Ascorbic_acid	DABCO	ACN	Platinum	NiCl2	3.97e-05
Ascorbic_acid	DABCO	ACN	Platinum	CuCl2	3.86e-05
Ascorbic_acid	DABCO	ACN	Platinum	Pd(OAc)2	3.78e-05
Ascorbic_acid	DABCO	ACN	Platinum	Dy(OTf)3	3.98e-05
Ascorbic_acid	DABCO	ACN	Platinum	Nothing	3.78e-05
Ascorbic_acid	DABCO	DMF	Carbon	Ptsoh	3.95e-05
Ascorbic_acid	DABCO	DMF	Carbon	Formic_acid	3.85e-05
Ascorbic_acid	DABCO	DMF	Carbon	CsCO3	3.97e-05
Ascorbic_acid	DABCO	DMF	Carbon	Triethylamine	3.91e-05
Ascorbic_acid	DABCO	DMF	Carbon	NiCl2	3.99e-05
Ascorbic_acid	DABCO	DMF	Carbon	CuCl2	3.71e-05
Ascorbic_acid	DABCO	DMF	Carbon	Pd(OAc)2	3.68e-05
Ascorbic_acid	DABCO	DMF	Carbon	Dy(OTf)3	3.98e-05
Ascorbic_acid	DABCO	DMF	Carbon	Nothing	3.77e-05
Ascorbic_acid	DABCO	DMF	Platinum	Ptsoh	3.74e-05
Ascorbic_acid	DABCO	DMF	Platinum	Formic_acid	3.72e-05
Ascorbic_acid	DABCO	DMF	Platinum	CsCO3	3.98e-05
Ascorbic_acid	DABCO	DMF	Platinum	Triethylamine	3.73e-05
Ascorbic_acid	DABCO	DMF	Platinum	NiCl2	3.97e-05
Ascorbic_acid	DABCO	DMF	Platinum	CuCl2	3.74e-05
Ascorbic_acid	DABCO	DMF	Platinum	Pd(OAc)2	3.94e-05
Ascorbic_acid	DABCO	DMF	Platinum	Dy(OTf)3	3.99e-05
Ascorbic_acid	DABCO	DMF	Platinum	Nothing	3.73e-05
Ascorbic_acid	Potassium_cyanide	ACN	Carbon	Ptsoh	8.3e-06
Ascorbic_acid	Potassium_cyanide	ACN	Carbon	Formic_acid	1.31e-05
Ascorbic_acid	Potassium_cyanide	ACN	Carbon	CsCO3	3.6e-06
Ascorbic_acid	Potassium_cyanide	ACN	Carbon	Triethylamine	1.62e-05
Ascorbic_acid	Potassium_cyanide	ACN	Carbon	NiCl2	7e-07
