Bb	CP	Solvent	Electrode	Additives	Prior_score
Ketone_derivative	Tetrachloroisophthalodinitrile	DMF	Carbon	Nothing	0.382503
Ketone_derivative	Tetrachloroisophthalodinitrile	DMF	Platinum	Ptsoh	0.7242778
Ketone_derivative	Tetrachloroisophthalodinitrile	DMF	Platinum	Formic_acid	0.000351
Ketone_derivative	Tetrachloroisophthalodinitrile	DMF	Platinum	CsCO3	0.1672823
Ketone_derivative	Tetrachloroisophthalodinitrile	DMF	Platinum	Triethylamine	0.0002238
Ketone_derivative	Tetrachloroisophthalodinitrile	DMF	Platinum	NiCl2	0.050211
Ketone_derivative	Tetrachloroisophthalodinitrile	DMF	Platinum	CuCl2	0.1167141
Ketone_derivative	Tetrachloroisophthalodinitrile	DMF	Platinum	Pd(OAc)2	0.2993836
Ketone_derivative	Tetrachloroisophthalodinitrile	DMF	Platinum	Dy(OTf)3	0.0369405
Ketone_derivative	Tetrachloroisophthalodinitrile	DMF	Platinum	Nothing	0.0930212
Ketone_derivative	Propiolic_acid	ACN	Carbon	Ptsoh	0.5138055
Ketone_derivative	Propiolic_acid	ACN	Carbon	Formic_acid	0.0038113
Ketone_derivative	Propiolic_acid	ACN	Carbon	CsCO3	0.3074126
Ketone_derivative	Propiolic_acid	ACN	Carbon	Triethylamine	0.0003387
Ketone_derivative	Propiolic_acid	ACN	Carbon	NiCl2	0.0068525
Ketone_derivative	Propiolic_acid	ACN	Carbon	CuCl2	0.0373966
Ketone_derivative	Propiolic_acid	ACN	Carbon	Pd(OAc)2	0.0044293
Ketone_derivative	Propiolic_acid	ACN	Carbon	Dy(OTf)3	0.0020929
Ketone_derivative	Propiolic_acid	ACN	Carbon	Nothing	0.2709306
Ketone_derivative	Propiolic_acid	ACN	Platinum	Ptsoh	0.6377251
Ketone_derivative	Propiolic_acid	ACN	Platinum	Formic_acid	2.18e-05
Ketone_derivative	Propiolic_acid	ACN	Platinum	CsCO3	0.1986678
Ketone_derivative	Propiolic_acid	ACN	Platinum	Triethylamine	6.4e-05
Ketone_derivative	Propiolic_acid	ACN	Platinum	NiCl2	0.1066466
Ketone_derivative	Propiolic_acid	ACN	Platinum	CuCl2	0.0120763
Ketone_derivative	Propiolic_acid	ACN	Platinum	Pd(OAc)2	0.2273387
Ketone_derivative	Propiolic_acid	ACN	Platinum	Dy(OTf)3	0.052592
Ketone_derivative	Propiolic_acid	ACN	Platinum	Nothing	0.1928855
Ketone_derivative	Propiolic_acid	DMF	Carbon	Ptsoh	0.5713921
Ketone_derivative	Propiolic_acid	DMF	Carbon	Formic_acid	0.0073393
Ketone_derivative	Propiolic_acid	DMF	Carbon	CsCO3	0.1543842
Ketone_derivative	Propiolic_acid	DMF	Carbon	Triethylamine	0.0032046
Ketone_derivative	Propiolic_acid	DMF	Carbon	NiCl2	0.0042276
Ketone_derivative	Propiolic_acid	DMF	Carbon	CuCl2	0.0115162
Ketone_derivative	Propiolic_acid	DMF	Carbon	Pd(OAc)2	0.0079173
Ketone_derivative	Propiolic_acid	DMF	Carbon	Dy(OTf)3	0.0004761
Ketone_derivative	Propiolic_acid	DMF	Carbon	Nothing	0.3365289
Ketone_derivative	Propiolic_acid	DMF	Platinum	Ptsoh	0.7578394
Ketone_derivative	Propiolic_acid	DMF	Platinum	Formic_acid	0.0001461
Ketone_derivative	Propiolic_acid	DMF	Platinum	CsCO3	0.071258
Ketone_derivative	Propiolic_acid	DMF	Platinum	Triethylamine	0.0028187
Ketone_derivative	Propiolic_acid	DMF	Platinum	NiCl2	0.0890632
Ketone_derivative	Propiolic_acid	DMF	Platinum	CuCl2	0.0916625
Ketone_derivative	Propiolic_acid	DMF	Platinum	Pd(OAc)2	0.2413635
Ketone_derivative	Propiolic_acid	DMF	Platinum	Dy(OTf)3	0.040614
Ketone_derivative	Propiolic_acid	DMF	Platinum	Nothing	0.1173842
Ketone_derivative	Carveol	ACN	Carbon	Ptsoh	0.5890107
Ketone_derivative	Carveol	ACN	Carbon	Formic_acid	0.0015266
Ketone_derivative	Carveol	ACN	Carbon	CsCO3	0.1530041
Ketone_derivative	Carveol	ACN	Carbon	Triethylamine	5.93e-05
Ketone_derivative	Carveol	ACN	Carbon	NiCl2	0.0050666
Ketone_derivative	Carveol	ACN	Carbon	CuCl2	0.0995636
Ketone_derivative	Carveol	ACN	Carbon	Pd(OAc)2	0.045908
Ketone_derivative	Carveol	ACN	Carbon	Dy(OTf)3	0.0024665
Ketone_derivative	Carveol	ACN	Carbon	Nothing	0.2532962
Ketone_derivative	Carveol	ACN	Platinum	Ptsoh	0.6387728
Ketone_derivative	Carveol	ACN	Platinum	Formic_acid	0.0002306
Ketone_derivative	Carveol	ACN	Platinum	CsCO3	0.1488284
Ketone_derivative	Carveol	ACN	Platinum	Triethylamine	3.81e-05
Ketone_derivative	Carveol	ACN	Platinum	NiCl2	0.1122281
Ketone_derivative	Carveol	ACN	Platinum	CuCl2	0.0548821
Ketone_derivative	Carveol	ACN	Platinum	Pd(OAc)2	0.2196004
Ketone_derivative	Carveol	ACN	Platinum	Dy(OTf)3	0.0293808
Ketone_derivative	Carveol	ACN	Platinum	Nothing	0.1887964
Ketone_derivative	Carveol	DMF	Carbon	Ptsoh	0.3957896
Ketone_derivative	Carveol	DMF	Carbon	Formic_acid	0.0061831
Ketone_derivative	Carveol	DMF	Carbon	CsCO3	0.0973534
Ketone_derivative	Carveol	DMF	Carbon	Triethylamine	0.0033501
Ketone_derivative	Carveol	DMF	Carbon	NiCl2	0.0005205
Ketone_derivative	Carveol	DMF	Carbon	CuCl2	0.0326887
Ketone_derivative	Carveol	DMF	Carbon	Pd(OAc)2	0.0002176
Ketone_derivative	Carveol	DMF	Carbon	Dy(OTf)3	0.0010815
Ketone_derivative	Carveol	DMF	Carbon	Nothing	0.3027993
Ketone_derivative	Carveol	DMF	Platinum	Ptsoh	0.7875845
Ketone_derivative	Carveol	DMF	Platinum	Formic_acid	0.0002627
Ketone_derivative	Carveol	DMF	Platinum	CsCO3	0.0936128
Ketone_derivative	Carveol	DMF	Platinum	Triethylamine	9.78e-05
Ketone_derivative	Carveol	DMF	Platinum	NiCl2	0.0687366
Ketone_derivative	Carveol	DMF	Platinum	CuCl2	0.016534
Ketone_derivative	Carveol	DMF	Platinum	Pd(OAc)2	0.3316456
Ketone_derivative	Carveol	DMF	Platinum	Dy(OTf)3	0.0245391
Ketone_derivative	Carveol	DMF	Platinum	Nothing	0.1545285
Ketone_derivative	Dimethylamine	ACN	Carbon	Ptsoh	0.660752
Ketone_derivative	Dimethylamine	ACN	Carbon	Formic_acid	0.0010131
Ketone_derivative	Dimethylamine	ACN	Carbon	CsCO3	0.1864252
Ketone_derivative	Dimethylamine	ACN	Carbon	Triethylamine	0.003302
Ketone_derivative	Dimethylamine	ACN	Carbon	NiCl2	0.0011543
Ketone_derivative	Dimethylamine	ACN	Carbon	CuCl2	0.0547166
Ketone_derivative	Dimethylamine	ACN	Carbon	Pd(OAc)2	0.0352685
Ketone_derivative	Dimethylamine	ACN	Carbon	Dy(OTf)3	0.0038194
Ketone_derivative	Dimethylamine	ACN	Carbon	Nothing	0.2449187
Ketone_derivative	Dimethylamine	ACN	Platinum	Ptsoh	0.5869664
Ketone_derivative	Dimethylamine	ACN	Platinum	Formic_acid	0.0010822
Ketone_derivative	Dimethylamine	ACN	Platinum	CsCO3	0.1601765
Ketone_derivative	Dimethylamine	ACN	Platinum	Triethylamine	0.0001813
Ketone_derivative	Dimethylamine	ACN	Platinum	NiCl2	0.1501979
Ketone_derivative	Dimethylamine	ACN	Platinum	CuCl2	0.1018665
Ketone_derivative	Dimethylamine	ACN	Platinum	Pd(OAc)2	0.1639504
Ketone_derivative	Dimethylamine	ACN	Platinum	Dy(OTf)3	0.0673246
Ketone_derivative	Dimethylamine	ACN	Platinum	Nothing	0.2702053
Ketone_derivative	Dimethylamine	DMF	Carbon	Ptsoh	0.496673
Ketone_derivative	Dimethylamine	DMF	Carbon	Formic_acid	0.0007019
Ketone_derivative	Dimethylamine	DMF	Carbon	CsCO3	0.1220411
Ketone_derivative	Dimethylamine	DMF	Carbon	Triethylamine	0.0039135
Ketone_derivative	Dimethylamine	DMF	Carbon	NiCl2	0.0027971
Ketone_derivative	Dimethylamine	DMF	Carbon	CuCl2	0.0590919
Ketone_derivative	Dimethylamine	DMF	Carbon	Pd(OAc)2	0.0088658
Ketone_derivative	Dimethylamine	DMF	Carbon	Dy(OTf)3	0.0003175
Ketone_derivative	Dimethylamine	DMF	Carbon	Nothing	0.4160918
Ketone_derivative	Dimethylamine	DMF	Platinum	Ptsoh	0.7313647
Ketone_derivative	Dimethylamine	DMF	Platinum	Formic_acid	0.0021124
Ketone_derivative	Dimethylamine	DMF	Platinum	CsCO3	0.1420605
Ketone_derivative	Dimethylamine	DMF	Platinum	Triethylamine	0.0001579
Ketone_derivative	Dimethylamine	DMF	Platinum	NiCl2	0.0790194
Ketone_derivative	Dimethylamine	DMF	Platinum	CuCl2	0.1207393
Ketone_derivative	Dimethylamine	DMF	Platinum	Pd(OAc)2	0.2202682
Ketone_derivative	Dimethylamine	DMF	Platinum	Dy(OTf)3	0.0087228
Ketone_derivative	Dimethylamine	DMF	Platinum	Nothing	0.1155442
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Carbon	Ptsoh	0.6526634
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Carbon	Formic_acid	0.0016638
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Carbon	CsCO3	0.1028513
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Carbon	Triethylamine	0.0050385
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Carbon	NiCl2	0.0028714
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Carbon	CuCl2	0.087518
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Carbon	Pd(OAc)2	0.0554008
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Carbon	Dy(OTf)3	0.0031009
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Carbon	Nothing	0.328802
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Platinum	Ptsoh	0.6768865
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Platinum	Formic_acid	0.0001302
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Platinum	CsCO3	0.1878505
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Platinum	Triethylamine	3.06e-05
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Platinum	NiCl2	0.156575
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Platinum	CuCl2	0.1129827
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Platinum	Pd(OAc)2	0.252034
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Platinum	Dy(OTf)3	0.0848225
Ketone_derivative	1,3-dimethylbarbituric_acid	ACN	Platinum	Nothing	0.1327798
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Carbon	Ptsoh	0.5095409
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Carbon	Formic_acid	0.0018828
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Carbon	CsCO3	0.1174358
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Carbon	Triethylamine	0.0074426
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Carbon	NiCl2	0.0022219
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Carbon	CuCl2	0.001539
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Carbon	Pd(OAc)2	0.0001812
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Carbon	Dy(OTf)3	0.0001914
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Carbon	Nothing	0.2942631
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Platinum	Ptsoh	0.8392707
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Platinum	Formic_acid	0.0001543
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Platinum	CsCO3	0.142569
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Platinum	Triethylamine	0.0009439
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Platinum	NiCl2	0.0768055
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Platinum	CuCl2	0.0461563
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Platinum	Pd(OAc)2	0.2015055
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Platinum	Dy(OTf)3	0.0243738
Ketone_derivative	1,3-dimethylbarbituric_acid	DMF	Platinum	Nothing	0.1417719
Ketone_derivative	2-pyridineacetonitrile	ACN	Carbon	Ptsoh	0.0213715
Ketone_derivative	2-pyridineacetonitrile	ACN	Carbon	Formic_acid	0.000181
Ketone_derivative	2-pyridineacetonitrile	ACN	Carbon	CsCO3	0.1618577
Ketone_derivative	2-pyridineacetonitrile	ACN	Carbon	Triethylamine	8.27e-05
Ketone_derivative	2-pyridineacetonitrile	ACN	Carbon	NiCl2	0.0110767
Ketone_derivative	2-pyridineacetonitrile	ACN	Carbon	CuCl2	0.0005752
Ketone_derivative	2-pyridineacetonitrile	ACN	Carbon	Pd(OAc)2	0.0057022
Ketone_derivative	2-pyridineacetonitrile	ACN	Carbon	Dy(OTf)3	0.0100275
Ketone_derivative	2-pyridineacetonitrile	ACN	Carbon	Nothing	0.0258112
Ketone_derivative	2-pyridineacetonitrile	ACN	Platinum	Ptsoh	0.006097
Ketone_derivative	2-pyridineacetonitrile	ACN	Platinum	Formic_acid	1.43e-05
Ketone_derivative	2-pyridineacetonitrile	ACN	Platinum	CsCO3	0.0226358
Ketone_derivative	2-pyridineacetonitrile	ACN	Platinum	Triethylamine	2e-07
Ketone_derivative	2-pyridineacetonitrile	ACN	Platinum	NiCl2	0.0139964
Ketone_derivative	2-pyridineacetonitrile	ACN	Platinum	CuCl2	6e-07
Ketone_derivative	2-pyridineacetonitrile	ACN	Platinum	Pd(OAc)2	0.0342007
Ketone_derivative	2-pyridineacetonitrile	ACN	Platinum	Dy(OTf)3	0.1539864
Ketone_derivative	2-pyridineacetonitrile	ACN	Platinum	Nothing	0.0001171
Ketone_derivative	2-pyridineacetonitrile	DMF	Carbon	Ptsoh	0.007967
Ketone_derivative	2-pyridineacetonitrile	DMF	Carbon	Formic_acid	0.0003017
Ketone_derivative	2-pyridineacetonitrile	DMF	Carbon	CsCO3	0.2279733
Ketone_derivative	2-pyridineacetonitrile	DMF	Carbon	Triethylamine	9.1e-05
Ketone_derivative	2-pyridineacetonitrile	DMF	Carbon	NiCl2	0.0011223
Ketone_derivative	2-pyridineacetonitrile	DMF	Carbon	CuCl2	0.0003631
Ketone_derivative	2-pyridineacetonitrile	DMF	Carbon	Pd(OAc)2	0.0030614
Ketone_derivative	2-pyridineacetonitrile	DMF	Carbon	Dy(OTf)3	0.0142782
Ketone_derivative	2-pyridineacetonitrile	DMF	Carbon	Nothing	0.0541644
Ketone_derivative	2-pyridineacetonitrile	DMF	Platinum	Ptsoh	0.0173015
Ketone_derivative	2-pyridineacetonitrile	DMF	Platinum	Formic_acid	9e-06
Ketone_derivative	2-pyridineacetonitrile	DMF	Platinum	CsCO3	0.1428059
Ketone_derivative	2-pyridineacetonitrile	DMF	Platinum	Triethylamine	3.29e-05
Ketone_derivative	2-pyridineacetonitrile	DMF	Platinum	NiCl2	0.059145
Ketone_derivative	2-pyridineacetonitrile	DMF	Platinum	CuCl2	0.0005743
Ketone_derivative	2-pyridineacetonitrile	DMF	Platinum	Pd(OAc)2	0.065934
Ketone_derivative	2-pyridineacetonitrile	DMF	Platinum	Dy(OTf)3	0.1976389
Ketone_derivative	2-pyridineacetonitrile	DMF	Platinum	Nothing	0.0001856
Ketone_derivative	1-azidoadamantane	ACN	Carbon	Ptsoh	0.4526407
Ketone_derivative	1-azidoadamantane	ACN	Carbon	Formic_acid	3.85e-05
Ketone_derivative	1-azidoadamantane	ACN	Carbon	CsCO3	0.146157
Ketone_derivative	1-azidoadamantane	ACN	Carbon	Triethylamine	0.0020703
Ketone_derivative	1-azidoadamantane	ACN	Carbon	NiCl2	0.0052567
Ketone_derivative	1-azidoadamantane	ACN	Carbon	CuCl2	0.0541607
Ketone_derivative	1-azidoadamantane	ACN	Carbon	Pd(OAc)2	0.0387381
Ketone_derivative	1-azidoadamantane	ACN	Carbon	Dy(OTf)3	0.0038459
Ketone_derivative	1-azidoadamantane	ACN	Carbon	Nothing	0.1691038
Ketone_derivative	1-azidoadamantane	ACN	Platinum	Ptsoh	0.4163971
Ketone_derivative	1-azidoadamantane	ACN	Platinum	Formic_acid	7.5e-06
Ketone_derivative	1-azidoadamantane	ACN	Platinum	CsCO3	0.1471743
Ketone_derivative	1-azidoadamantane	ACN	Platinum	Triethylamine	0.000646
Ketone_derivative	1-azidoadamantane	ACN	Platinum	NiCl2	0.1050034
Ketone_derivative	1-azidoadamantane	ACN	Platinum	CuCl2	0.0151287
Ketone_derivative	1-azidoadamantane	ACN	Platinum	Pd(OAc)2	0.1341735
Ketone_derivative	1-azidoadamantane	ACN	Platinum	Dy(OTf)3	0.0528561
Ketone_derivative	1-azidoadamantane	ACN	Platinum	Nothing	0.1441298
Ketone_derivative	1-azidoadamantane	DMF	Carbon	Ptsoh	0.3632643
Ketone_derivative	1-azidoadamantane	DMF	Carbon	Formic_acid	0.0047344
Ketone_derivative	1-azidoadamantane	DMF	Carbon	CsCO3	0.0797771
Ketone_derivative	1-azidoadamantane	DMF	Carbon	Triethylamine	0.007876
Ketone_derivative	1-azidoadamantane	DMF	Carbon	NiCl2	0.0001808
Ketone_derivative	1-azidoadamantane	DMF	Carbon	CuCl2	0.0673008
Ketone_derivative	1-azidoadamantane	DMF	Carbon	Pd(OAc)2	0.0018609
Ketone_derivative	1-azidoadamantane	DMF	Carbon	Dy(OTf)3	0.0001097
Ketone_derivative	1-azidoadamantane	DMF	Carbon	Nothing	0.2027931
Ketone_derivative	1-azidoadamantane	DMF	Platinum	Ptsoh	0.6545367
Ketone_derivative	1-azidoadamantane	DMF	Platinum	Formic_acid	0.0001901
Ketone_derivative	1-azidoadamantane	DMF	Platinum	CsCO3	0.0906249
Ketone_derivative	1-azidoadamantane	DMF	Platinum	Triethylamine	4.05e-05
Ketone_derivative	1-azidoadamantane	DMF	Platinum	NiCl2	0.0563473
Ketone_derivative	1-azidoadamantane	DMF	Platinum	CuCl2	0.0567645
Ketone_derivative	1-azidoadamantane	DMF	Platinum	Pd(OAc)2	0.1207802
Ketone_derivative	1-azidoadamantane	DMF	Platinum	Dy(OTf)3	0.0229332
Ketone_derivative	1-azidoadamantane	DMF	Platinum	Nothing	0.0887625
Ketone_derivative	Morpholine	ACN	Carbon	Ptsoh	0.5773425
Ketone_derivative	Morpholine	ACN	Carbon	Formic_acid	0.0020862
Ketone_derivative	Morpholine	ACN	Carbon	CsCO3	0.1915245
Ketone_derivative	Morpholine	ACN	Carbon	Triethylamine	0.0014017
Ketone_derivative	Morpholine	ACN	Carbon	NiCl2	0.002071
Ketone_derivative	Morpholine	ACN	Carbon	CuCl2	0.0724957
Ketone_derivative	Morpholine	ACN	Carbon	Pd(OAc)2	0.0211953
Ketone_derivative	Morpholine	ACN	Carbon	Dy(OTf)3	0.0069252
Ketone_derivative	Morpholine	ACN	Carbon	Nothing	0.3113761
Ketone_derivative	Morpholine	ACN	Platinum	Ptsoh	0.6329723
Ketone_derivative	Morpholine	ACN	Platinum	Formic_acid	1.3e-05
Ketone_derivative	Morpholine	ACN	Platinum	CsCO3	0.2567887
Ketone_derivative	Morpholine	ACN	Platinum	Triethylamine	0.0028771
Ketone_derivative	Morpholine	ACN	Platinum	NiCl2	0.1516521
Ketone_derivative	Morpholine	ACN	Platinum	CuCl2	0.059334
Ketone_derivative	Morpholine	ACN	Platinum	Pd(OAc)2	0.2309566
Ketone_derivative	Morpholine	ACN	Platinum	Dy(OTf)3	0.0578294
Ketone_derivative	Morpholine	ACN	Platinum	Nothing	0.1073055
Ketone_derivative	Morpholine	DMF	Carbon	Ptsoh	0.4513701
Ketone_derivative	Morpholine	DMF	Carbon	Formic_acid	0.0001384
Ketone_derivative	Morpholine	DMF	Carbon	CsCO3	0.1060974
Ketone_derivative	Morpholine	DMF	Carbon	Triethylamine	0.0041425
Ketone_derivative	Morpholine	DMF	Carbon	NiCl2	0.0025694
Ketone_derivative	Morpholine	DMF	Carbon	CuCl2	0.0174898
Ketone_derivative	Morpholine	DMF	Carbon	Pd(OAc)2	0.0056688
Ketone_derivative	Morpholine	DMF	Carbon	Dy(OTf)3	7.51e-05
Ketone_derivative	Morpholine	DMF	Carbon	Nothing	0.2419917
Ketone_derivative	Morpholine	DMF	Platinum	Ptsoh	0.7222906
Ketone_derivative	Morpholine	DMF	Platinum	Formic_acid	0.0001142
Ketone_derivative	Morpholine	DMF	Platinum	CsCO3	0.2126492
Ketone_derivative	Morpholine	DMF	Platinum	Triethylamine	0.0034926
Ketone_derivative	Morpholine	DMF	Platinum	NiCl2	0.1022612
Ketone_derivative	Morpholine	DMF	Platinum	CuCl2	0.0473597
Ketone_derivative	Morpholine	DMF	Platinum	Pd(OAc)2	0.1317261
Ketone_derivative	Morpholine	DMF	Platinum	Dy(OTf)3	0.032544
Ketone_derivative	Morpholine	DMF	Platinum	Nothing	0.1216044
Ketone_derivative	Dimethyl_fumarate	ACN	Carbon	Ptsoh	0.612059
Ketone_derivative	Dimethyl_fumarate	ACN	Carbon	Formic_acid	0.0003511
Ketone_derivative	Dimethyl_fumarate	ACN	Carbon	CsCO3	0.1290873
Ketone_derivative	Dimethyl_fumarate	ACN	Carbon	Triethylamine	3.98e-05
Ketone_derivative	Dimethyl_fumarate	ACN	Carbon	NiCl2	0.0018277
Ketone_derivative	Dimethyl_fumarate	ACN	Carbon	CuCl2	0.0438816
Ketone_derivative	Dimethyl_fumarate	ACN	Carbon	Pd(OAc)2	0.0038638
Ketone_derivative	Dimethyl_fumarate	ACN	Carbon	Dy(OTf)3	0.0053038
Ketone_derivative	Dimethyl_fumarate	ACN	Carbon	Nothing	0.2128279
Ketone_derivative	Dimethyl_fumarate	ACN	Platinum	Ptsoh	0.7664633
Ketone_derivative	Dimethyl_fumarate	ACN	Platinum	Formic_acid	3.9e-05
Ketone_derivative	Dimethyl_fumarate	ACN	Platinum	CsCO3	0.1153327
Ketone_derivative	Dimethyl_fumarate	ACN	Platinum	Triethylamine	0.0016293
Ketone_derivative	Dimethyl_fumarate	ACN	Platinum	NiCl2	0.0254275
Ketone_derivative	Dimethyl_fumarate	ACN	Platinum	CuCl2	0.0720653
Ketone_derivative	Dimethyl_fumarate	ACN	Platinum	Pd(OAc)2	0.2371551
Ketone_derivative	Dimethyl_fumarate	ACN	Platinum	Dy(OTf)3	0.0561117
Ketone_derivative	Dimethyl_fumarate	ACN	Platinum	Nothing	0.0966997
Ketone_derivative	Dimethyl_fumarate	DMF	Carbon	Ptsoh	0.5485552
Ketone_derivative	Dimethyl_fumarate	DMF	Carbon	Formic_acid	0.0006528
Ketone_derivative	Dimethyl_fumarate	DMF	Carbon	CsCO3	0.1404478
Ketone_derivative	Dimethyl_fumarate	DMF	Carbon	Triethylamine	0.004447
Ketone_derivative	Dimethyl_fumarate	DMF	Carbon	NiCl2	0.0012777
Ketone_derivative	Dimethyl_fumarate	DMF	Carbon	CuCl2	0.0785497
Ketone_derivative	Dimethyl_fumarate	DMF	Carbon	Pd(OAc)2	0.0080366
Ketone_derivative	Dimethyl_fumarate	DMF	Carbon	Dy(OTf)3	0.0003122
Ketone_derivative	Dimethyl_fumarate	DMF	Carbon	Nothing	0.3216353
Ketone_derivative	Dimethyl_fumarate	DMF	Platinum	Ptsoh	0.8375633
Ketone_derivative	Dimethyl_fumarate	DMF	Platinum	Formic_acid	3.76e-05
Ketone_derivative	Dimethyl_fumarate	DMF	Platinum	CsCO3	0.1183454
Ketone_derivative	Dimethyl_fumarate	DMF	Platinum	Triethylamine	0.0010745
Ketone_derivative	Dimethyl_fumarate	DMF	Platinum	NiCl2	0.0655205
Ketone_derivative	Dimethyl_fumarate	DMF	Platinum	CuCl2	0.0609199
Ketone_derivative	Dimethyl_fumarate	DMF	Platinum	Pd(OAc)2	0.1455822
Ketone_derivative	Dimethyl_fumarate	DMF	Platinum	Dy(OTf)3	0.0273959
Ketone_derivative	Dimethyl_fumarate	DMF	Platinum	Nothing	0.2035118
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Carbon	Ptsoh	0.6761774
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Carbon	Formic_acid	0.0011644
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Carbon	CsCO3	0.1637513
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Carbon	Triethylamine	9.08e-05
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Carbon	NiCl2	0.0026817
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Carbon	CuCl2	0.016997
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Carbon	Pd(OAc)2	0.059557
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Carbon	Dy(OTf)3	0.0034557
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Carbon	Nothing	0.1988795
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Platinum	Ptsoh	0.5636918
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Platinum	Formic_acid	4.95e-05
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Platinum	CsCO3	0.1141805
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Platinum	Triethylamine	0.0006811
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Platinum	NiCl2	0.1357921
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Platinum	CuCl2	0.0994107
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Platinum	Pd(OAc)2	0.3207694
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Platinum	Dy(OTf)3	0.0281945
Ketone_derivative	Cyclohexyl_isocyanide	ACN	Platinum	Nothing	0.1674349
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Carbon	Ptsoh	0.5763975
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Carbon	Formic_acid	0.0063823
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Carbon	CsCO3	0.1008959
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Carbon	Triethylamine	0.0008559
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Carbon	NiCl2	0.0005283
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Carbon	CuCl2	0.0850925
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Carbon	Pd(OAc)2	0.010298
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Carbon	Dy(OTf)3	0.0004126
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Carbon	Nothing	0.3884988
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Platinum	Ptsoh	0.7284088
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Platinum	Formic_acid	0.0003497
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Platinum	CsCO3	0.2509063
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Platinum	Triethylamine	2.43e-05
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Platinum	NiCl2	0.061935
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Platinum	CuCl2	0.0
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Platinum	Pd(OAc)2	0.3405383
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Platinum	Dy(OTf)3	0.0477038
Ketone_derivative	Cyclohexyl_isocyanide	DMF	Platinum	Nothing	0.1455198
